Date,SST,SOI,month,SST_Climatology,SST_Anomaly,SOI_lag_1,SOI_lag_2,SOI_lag_3,month_sin,month_cos,SST_Anomaly_lag_1,SST_Anomaly_lag_2,SST_Anomaly_lag_3,ENSO_Label,ONI,ENSO_Phase,SST_Anomaly_rolling_3m,SOI_rolling_3m,SST_Anomaly_rolling_6m,SST_SOI_interaction,SST_trend,SOI_trend,is_djf,is_jja,OHC_Anomaly
3/1/2020,27.658554,-0.1,3,27.137852,0.52070236,-0.1,0.2,-0.6,1,6.12E-17,0.37456322,0.57105064,0.4746437,2,0.7,El Niño,0.488772074,7.40E-17,0.513023694,-0.052070236,0.14613914,0,0,0,
4/1/2020,28.181074,0.2,4,27.688173,0.49290085,-0.1,-0.1,0.2,0.866025404,-0.5,0.52070236,0.37456322,0.57105064,2,0.5,El Niño,0.462722143,7.40E-17,0.497223218,0.09858017,-0.027801514,0.3,0,0,-1.665903
5/1/2020,27.591845,0.4,5,27.753109,-0.16126442,0.2,-0.1,-0.1,0.5,-0.866025404,0.49290085,0.52070236,0.37456322,1,0.4,Neutral,0.28411293,0.166666667,0.37876606,-0.064505768,-0.65416527,0.2,0,0,
6/1/2020,27.368895,-0.4,6,27.59718,-0.22828484,0.4,0.2,-0.1,1.22E-16,-1,-0.16126442,0.49290085,0.52070236,1,0.2,Neutral,0.034450531,0.066666667,0.261611303,0.091313934,-0.067020416,-0.8,0,1,
7/1/2020,27.085396,0.4,7,27.18561,-0.100214005,-0.4,0.4,0.2,-0.5,-0.866025404,-0.22828484,-0.16126442,0.49290085,1,-0.1,Neutral,-0.16325442,0.133333333,0.149733861,-0.040085602,0.12807083,0.8,0,1,-5.8590455
8/1/2020,26.272928,1.1,8,26.803362,-0.53043365,0.4,-0.4,0.4,-0.866025404,-0.5,-0.100214005,-0.22828484,-0.16126442,1,-0.3,Neutral,-0.286310832,0.366666667,-0.001098951,-0.58347702,-0.43021965,0.7,0,1,
9/1/2020,26.02846,0.9,9,26.689117,-0.6606579,1.1,0.4,-0.4,-1,-1.84E-16,-0.53043365,-0.100214005,-0.22828484,1,-0.4,Neutral,-0.430435181,0.8,-0.197992325,-0.594592094,-0.13022423,-0.2,0,0,
10/1/2020,25.534765,0.5,10,26.646967,-1.1122017,0.9,1.1,0.4,-0.866025404,0.5,-0.6606579,-0.53043365,-0.100214005,0,-0.6,La Niña,-0.767764409,0.833333333,-0.465509415,-0.556100845,-0.4515438,-0.4,0,0,-13.936621
11/1/2020,25.496685,0.7,11,26.667572,-1.170887,0.5,0.9,1.1,-0.5,0.866025404,-1.1122017,-0.6606579,-0.53043365,0,-0.9,La Niña,-0.981248856,0.7,-0.633779844,-0.819620895,-0.058685303,0.2,0,0,
12/1/2020,25.558973,1.8,12,26.522655,-0.9636822,0.7,0.5,0.9,-2.45E-16,1,-1.170887,-1.1122017,-0.6606579,0,-1.2,La Niña,-1.082256953,1,-0.756346067,-1.734627914,0.20720482,1.1,1,0,
1/1/2021,25.568077,1.9,1,26.448738,-0.880661,1.8,0.7,0.5,0.5,0.866025404,-0.9636822,-1.170887,-1.1122017,0,-1.2,La Niña,-1.005076726,1.466666667,-0.886420568,-1.67325592,0.083021164,0.1,1,0,-10.619723
2/1/2021,25.781958,1.5,2,26.640648,-0.85869026,1.9,1.8,0.7,0.866025404,0.5,-0.880661,-0.9636822,-1.170887,0,-1.2,La Niña,-0.901011149,1.733333333,-0.941130002,-1.288035393,0.021970749,-0.4,1,0,
3/1/2021,26.62759,0.4,3,27.137852,-0.51026154,1.5,1.9,1.8,1,6.12E-17,-0.85869026,-0.880661,-0.9636822,2,0.5,El Niño,-0.749870936,1.266666667,-0.916063944,-0.204104614,0.34842873,-1.1,0,0,
4/1/2021,27.19071,0.3,4,27.688173,-0.49746323,0.4,1.5,1.9,0.866025404,-0.5,-0.51026154,-0.85869026,-0.880661,0,-0.9,La Niña,-0.622138341,0.733333333,-0.813607534,-0.149238968,0.012798309,-0.1,0,0,1.2590427
5/1/2021,27.523205,0.5,5,27.753109,-0.22990417,0.3,0.4,1.5,0.5,-0.866025404,-0.49746323,-0.51026154,-0.85869026,0,-0.8,La Niña,-0.412542979,0.4,-0.656777064,-0.114952087,0.26755905,0.2,0,0,
6/1/2021,27.640144,0.4,6,27.59718,0.042964935,0.5,0.3,0.4,1.22E-16,-1,-0.22990417,-0.49746323,-0.51026154,0,-0.7,La Niña,-0.228134155,0.4,-0.489002546,0.017185974,0.2728691,-0.1,0,1,
7/1/2021,27.053349,1.4,7,27.18561,-0.13226128,0.4,0.5,0.3,-0.5,-0.866025404,0.042964935,-0.22990417,-0.49746323,0,-0.5,La Niña,-0.106400172,0.766666667,-0.364269257,-0.185165787,-0.17522621,1,0,1,-2.8083067
8/1/2021,26.544363,0.6,8,26.803362,-0.25899887,1.4,0.4,0.5,-0.866025404,-0.5,-0.13226128,0.042964935,-0.22990417,1,-0.4,Neutral,-0.116098404,0.8,-0.264320691,-0.155399323,-0.1267376,-0.8,0,1,
9/1/2021,26.425093,0.8,9,26.689117,-0.26402473,0.6,1.4,0.4,-1,-1.84E-16,-0.25899887,-0.13226128,0.042964935,1,-0.4,Neutral,-0.218428294,0.933333333,-0.223281225,-0.211219788,-0.005025864,0.2,0,0,
10/1/2021,25.902649,0.7,10,26.646967,-0.744318,0.8,0.6,1.4,-0.866025404,0.5,-0.26402473,-0.25899887,-0.13226128,0,-0.5,La Niña,-0.422447205,0.7,-0.264423688,-0.521022606,-0.48029327,-0.1,0,0,-12.515107
11/1/2021,25.87973,1,11,26.667572,-0.7878418,0.7,0.8,0.6,-0.5,0.866025404,-0.744318,-0.26402473,-0.25899887,0,-0.7,La Niña,-0.59872818,0.833333333,-0.357413292,-0.787841797,-0.04352379,0.3,0,0,
12/1/2021,25.511395,1.5,12,26.522655,-1.011261,1,0.7,0.8,-2.45E-16,1,-0.7878418,-0.744318,-0.26402473,0,-0.8,La Niña,-0.847806931,1.066666667,-0.533117612,-1.516891479,-0.22341919,0.5,1,0,
1/1/2022,25.651445,0.5,1,26.448738,-0.7972927,1.5,1,0.7,0.5,0.866025404,-1.011261,-0.7878418,-0.744318,0,-1,La Niña,-0.865465164,1,-0.643956184,-0.398646355,0.21396828,-1,1,0,-1.6939126
2/1/2022,25.945805,1.1,2,26.640648,-0.6948433,0.5,1.5,1,0.866025404,0.5,-0.7972927,-1.011261,-0.7878418,0,-1,La Niña,-0.834465663,1.033333333,-0.716596921,-0.764327621,0.10244942,0.6,1,0,
3/1/2022,26.282152,1.8,3,27.137852,-0.85569954,1.1,0.5,1.5,1,6.12E-17,-0.6948433,-0.7972927,-1.011261,0,-1,La Niña,-0.782611847,1.133333333,-0.815209389,-1.540259171,-0.16085625,0.7,0,0,
4/1/2022,26.780153,1.7,4,27.688173,-0.90802,1.8,1.1,0.5,0.866025404,-0.5,-0.85569954,-0.6948433,-0.7972927,0,-0.9,La Niña,-0.81952095,1.533333333,-0.842493057,-1.543634033,-0.05232048,-0.1,0,0,2.9839854
5/1/2022,26.77652,1.4,5,27.753109,-0.9765892,1.7,1.8,1.1,0.5,-0.866025404,-0.90802,-0.85569954,-0.6948433,0,-1,La Niña,-0.913436254,1.633333333,-0.873950958,-1.367224884,-0.06856918,-0.3,0,0,
6/1/2022,27.00581,1.7,6,27.59718,-0.5913696,1.4,1.7,1.8,1.22E-16,-1,-0.9765892,-0.90802,-0.85569954,0,-1.1,La Niña,-0.825326284,1.6,-0.803969065,-1.005328369,0.38521957,0.3,0,1,
7/1/2022,26.60498,0.8,7,27.18561,-0.58062935,1.7,1.4,1.7,-0.5,-0.866025404,-0.5913696,-0.9765892,-0.90802,0,-1,La Niña,-0.71619606,1.3,-0.767858505,-0.464503479,0.01074028,-0.9,0,1,-5.756457
8/1/2022,25.85654,1,8,26.803362,-0.9468212,0.8,1.7,1.4,-0.866025404,-0.5,-0.58062935,-0.5913696,-0.9765892,0,-0.9,La Niña,-0.706273397,1.166666667,-0.809854825,-0.946821213,-0.36619186,0.2,0,1,
9/1/2022,25.764645,1.6,9,26.689117,-0.9244728,1,0.8,1.7,-1,-1.84E-16,-0.9468212,-0.58062935,-0.5913696,0,-0.8,La Niña,-0.81730779,1.133333333,-0.821317037,-1.479156494,0.022348404,0.6,0,0,
10/1/2022,25.86318,1.7,10,26.646967,-0.7837868,1.6,1,0.8,-0.866025404,0.5,-0.9244728,-0.9468212,-0.58062935,0,-0.9,La Niña,-0.885026932,1.433333333,-0.800611496,-1.332437515,0.14068604,0.1,0,0,-5.676305
11/1/2022,25.80557,0.3,11,26.667572,-0.8620014,1.7,1.6,1,-0.5,0.866025404,-0.7837868,-0.9244728,-0.9468212,0,-1,La Niña,-0.856753667,1.2,-0.781513532,-0.258600426,-0.078214645,-1.4,0,0,
12/1/2022,25.729197,2.1,12,26.522655,-0.79345894,0.3,1.7,1.6,-2.45E-16,1,-0.8620014,-0.7837868,-0.9244728,0,-1,La Niña,-0.813082377,1.366666667,-0.815195084,-1.666263771,0.06854248,1.8,1,0,
1/1/2023,25.804783,1.4,1,26.448738,-0.64395523,2.1,0.3,1.7,0.5,0.866025404,-0.79345894,-0.8620014,-0.7837868,0,-0.8,La Niña,-0.766471863,1.266666667,-0.825749397,-0.901537323,0.14950371,-0.7,1,0,-0.609626
2/1/2023,26.199661,1.4,2,26.640648,-0.44098663,1.4,2.1,0.3,0.866025404,0.5,-0.64395523,-0.79345894,-0.8620014,0,-0.8,La Niña,-0.626133601,1.633333333,-0.741443634,-0.617381287,0.2029686,0,1,0,
3/1/2023,27.16353,0.2,3,27.137852,0.025678635,1.4,1.4,2.1,1,6.12E-17,-0.44098663,-0.64395523,-0.79345894,0,-1,La Niña,-0.353087743,1,-0.58308506,0.005135727,0.46666527,-1.2,0,0,
4/1/2023,27.95862,0.2,4,27.688173,0.27044678,0.2,1.4,1.4,0.866025404,-0.5,0.025678635,-0.44098663,-0.64395523,1,-0.4,Neutral,-0.048287074,0.6,-0.407379468,0.054089355,0.24476814,0,0,0,8.612537
5/1/2023,28.323776,-1,5,27.753109,0.57066727,0.2,0.2,1.4,0.5,-0.866025404,0.27044678,0.025678635,-0.44098663,1,-0.1,Neutral,0.288930893,-0.2,-0.168601354,-0.570667267,0.3002205,-1.2,0,0,
6/1/2023,28.600351,0.3,6,27.59718,1.0031719,-1,0.2,0.2,1.22E-16,-1,0.57066727,0.27044678,0.025678635,1,0.2,Neutral,0.614761988,-0.166666667,0.130837123,0.300951576,0.43250465,1.3,0,1,
7/1/2023,28.32966,-0.3,7,27.18561,1.1440506,0.3,-1,0.2,-0.5,-0.866025404,1.0031719,0.57066727,0.27044678,2,0.5,El Niño,0.905963262,-0.333333333,0.428838094,-0.343215179,0.14087868,-0.6,0,1,11.406977
8/1/2023,28.171473,-0.8,8,26.803362,1.3681107,-0.3,0.3,-1,-0.866025404,-0.5,1.1440506,1.0031719,0.57066727,2,0.8,El Niño,1.171777725,-0.266666667,0.730354309,-1.094488525,0.22406006,-0.5,0,1,
9/1/2023,28.28327,-1.3,9,26.689117,1.5941525,-0.8,-0.3,0.3,-1,-1.84E-16,1.3681107,1.1440506,1.0031719,2,1.1,El Niño,1.368771235,-0.8,0.991766612,-2.072398186,0.2260418,-0.5,0,0,
10/1/2023,28.313309,-0.5,10,26.646967,1.6663418,-1.3,-0.8,-0.3,-0.866025404,0.5,1.5941525,1.3681107,1.1440506,2,1.3,El Niño,1.542868296,-0.866666667,1.224415779,-0.833170891,0.07218933,0.8,0,0,17.17676
11/1/2023,28.670547,-0.8,11,26.667572,2.0029755,-0.5,-1.3,-0.8,-0.5,0.866025404,1.6663418,1.5941525,1.3681107,2,1.6,El Niño,1.754489899,-0.866666667,1.463133812,-1.602380371,0.33663368,-0.3,0,0,
12/1/2023,28.587444,-0.2,12,26.522655,2.0647888,-0.8,-0.5,-1.3,-2.45E-16,1,2.0029755,1.6663418,1.5941525,2,1.8,El Niño,1.911368688,-0.5,1.640069962,-0.412957764,0.061813354,0.6,1,0,
1/1/2024,28.296015,0.5,1,26.448738,1.8472767,-0.2,-0.8,-0.5,0.5,0.866025404,2.0647888,2.0029755,1.6663418,2,2,El Niño,1.971680323,-0.166666667,1.75727431,0.923638344,-0.21751213,0.7,1,0,0.59685826
2/1/2024,28.226324,-1.4,2,26.640648,1.5856762,0.5,-0.2,-0.8,0.866025404,0.5,1.8472767,2.0647888,2.0029755,2,2,El Niño,1.832580566,-0.366666667,1.793535233,-2.219946671,-0.2616005,-1.9,1,0,
3/1/2024,28.428413,0.4,3,27.137852,1.2905617,-1.4,0.5,-0.2,1,6.12E-17,1.5856762,1.8472767,2.0647888,0,-0.7,La Niña,1.574504852,-0.166666667,1.74293677,0.51622467,-0.29511452,1.8,0,0,
4/1/2024,28.608782,-0.2,4,27.688173,0.9206085,0.4,-1.4,0.5,0.866025404,-0.5,1.2905617,1.5856762,1.8472767,2,1.5,El Niño,1.265615463,-0.4,1.618647893,-0.184121704,-0.36995316,-0.6,0,0,-7.064247
5/1/2024,28.114504,0.5,5,27.753109,0.36139488,-0.2,0.4,-1.4,0.5,-0.866025404,0.9206085,1.2905617,1.5856762,2,1.1,El Niño,0.857521693,0.233333333,1.34505113,0.180697441,-0.55921364,0.7,0,0,
6/1/2024,27.885939,0,6,27.59718,0.28875923,0.5,-0.2,0.4,1.22E-16,-1,0.36139488,0.9206085,1.2905617,2,0.7,El Niño,0.523587545,0.1,1.049046199,0,-0.07263565,-0.5,0,1,
7/1/2024,27.419231,-0.7,7,27.18561,0.2336216,0,0.5,-0.2,-0.5,-0.866025404,0.28875923,0.36139488,0.9206085,1,0.4,Neutral,0.294591904,-0.066666667,0.780103683,-0.163535118,-0.055137634,-0.7,0,1,-10.299058
8/1/2024,26.77493,0.9,8,26.803362,-0.028432846,-0.7,0,0.5,-0.866025404,-0.5,0.2336216,0.28875923,0.36139488,1,0.2,Neutral,0.164649328,0.066666667,0.51108551,-0.025589561,-0.26205444,1.6,0,1,
9/1/2024,26.43956,-0.1,9,26.689117,-0.2495575,0.9,-0.7,0,-1,-1.84E-16,-0.028432846,0.2336216,0.28875923,1,0,Neutral,-0.014789581,0.033333333,0.254398982,0.02495575,-0.22112465,-1,0,0,
10/1/2024,26.374523,0.5,10,26.646967,-0.27244377,-0.1,0.9,-0.7,-0.866025404,0.5,-0.2495575,-0.028432846,0.2336216,1,-0.1,Neutral,-0.183478038,0.433333333,0.055556933,-0.136221886,-0.022886276,0.6,0,0,-11.94593
11/1/2024,26.644098,0.5,11,26.667572,-0.02347374,0.5,-0.1,0.9,-0.5,0.866025404,-0.27244377,-0.2495575,-0.028432846,1,-0.2,Neutral,-0.181825002,0.3,-0.008587837,-0.01173687,0.24897003,0,0,0,
12/1/2024,25.947409,1.2,12,26.522655,-0.5752468,0.5,0.5,-0.1,-2.45E-16,1,-0.02347374,-0.27244377,-0.2495575,1,-0.3,Neutral,-0.290388107,0.733333333,-0.152588844,-0.690296173,-0.5517731,0.7,1,0,
